name,game_id,rating,complexity_rating,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,top_2000
Switchboard,6342,5.89726,2,1966,2,4,45,45,0,143,0
Gulo Gulo,6351,6.82771,1.0813,2003,2,6,15,20,5,2883,1
Lord of the Rings,6352,5.91486,1.25,2003,2,5,20,20,6,1070,0
Monty's Gamble: Market Garden,6353,7.13567,3.2105,2003,2,2,180,180,12,757,0
Cirondo,6355,5.5693,2.875,1991,2,4,30,60,13,213,0
"Antietam: The Bloodiest Day, 17 September 1862",6360,6.355,2.1429,1975,2,2,240,240,12,179,0
Monopoly: World Cup France '98 Edition,6363,5.23068,2.1111,1998,2,8,120,120,8,223,0
The Totally Insane Card Game,6365,6.04615,2.2857,1993,3,12,30,30,0,141,0
Dungeons & Dragons: The Fantasy Adventure Board Game,6366,6.5787,2.1871,2003,2,5,60,60,10,4353,0
Make 7,6367,5.75104,1.6667,1994,2,2,20,20,7,144,0
King Arthur,6368,5.39683,1.4231,2003,2,4,90,90,8,802,0
Star Poker,6373,4.97115,1.4,1994,2,7,45,45,8,121,0
Napoleon at the Berezina,6374,6.71529,3.1818,2003,1,2,300,300,12,392,0
Made for Trade,6375,4.93916,1.6,1984,2,6,60,60,8,320,0
WarCry,6380,6.43071,2.4,2003,2,4,20,20,12,263,0
Sequence for Kids,6381,5.79699,1.1034,2001,2,4,20,20,3,1817,0
Life Style,6383,5.53217,1.125,1989,3,6,45,60,16,501,0
Nibelungen,6386,5.31105,1.25,1992,2,5,60,60,10,125,0
Mr. Mouth,6387,4.99572,1,1976,2,4,10,10,5,369,0
Star Wars: Return of the Jedi – Battle at Sarlacc's Pit,6388,5.11669,1.0909,1983,2,4,30,30,7,391,0
Egyptians,6397,4.2486,1,2001,2,4,45,45,7,146,0
Close Encounters of the Third Kind,6398,4.95625,1,1978,2,4,20,20,8,231,0
Ancients I,6399,6.39393,1.9091,1992,1,2,90,90,12,264,0
Forward to Richmond!,6402,6.36716,3.25,1980,1,4,180,180,12,259,0
Seven Days Battles,6404,5.7541,2.0833,1993,2,2,120,120,12,242,0
Four Battles of the Ancient World,6405,6.20399,1.9,1992,1,2,60,60,10,355,0
Hannibal: The Second Punic War,6406,5.67455,2.4615,1991,2,2,180,300,12,529,0
Hannibal: The Italian Campaign,6408,6.40357,2,1983,2,2,90,90,12,161,0
Blokus 3D,6411,6.78051,1.7453,2003,2,4,15,20,7,5222,1
Dredd: The Card Game,6417,7.10638,4,1999,2,6,90,90,0,100,0
Cranium Cadoo,6420,5.32058,1.1957,2001,2,99,45,45,7,2033,0
Kage,6426,5.20588,1.6,1986,2,2,20,20,10,107,0
Air & Armor,6431,7.72821,3.6207,1986,2,2,120,120,12,537,0
Echelons of Fury,6436,4.62407,2.2,1995,2,2,60,60,12,126,0
Time Control,6447,2.14491,2,2003,2,4,45,45,12,101,0
Murder Mystery Party: A Taste for Wine and Murder,6448,6.76809,1,1997,6,8,180,180,16,330,0
"Murder à la carte: Pasta, Passion & Pistols",6449,5.85694,2,1995,6,8,180,180,18,221,0
Lodz 1914: First Blitzkrieg,6456,7.08788,3.6,1998,2,4,360,360,12,175,0
The Testimony of Jacob Hollow,6460,5.67799,1.7273,2003,2,6,45,45,13,432,0
Pirates' Gold,6466,5.67532,1,1990,2,4,20,20,6,171,0
Isaac Asimov's Robots VCR Mystery Game,6469,5.11529,1.4,1988,1,12,45,45,10,119,0
Hetzer Sniper!: Sniper Companion Game #1,6470,6.80463,3.6,1987,2,2,60,480,12,313,0
A Game of Thrones,6472,7.175,3.4507,2003,3,5,180,180,12,10209,1
L-Game,6474,5.02403,1.9286,1968,2,2,10,10,0,201,0
"Yalu: The Chinese Counteroffensive in Korea, November 1950 to May 1951",6476,7.14649,3.0909,1977,2,2,180,180,12,170,0
Dictionary Dabble,6478,6.3561,1.3333,1986,4,14,60,60,10,119,0
Ada's Library,6481,6.36821,1.6835,2003,2,2,20,20,8,788,0
Quidditch: The Game,6485,2.8143,1.6667,2000,2,14,30,30,8,280,0
Save the President,6486,4.93043,2.25,1980,2,6,90,90,12,110,0
Fantasy Warriors,6487,6.41023,3.5,1990,2,2,120,120,10,233,0
Iron Tide: Panzers in the Ardennes,6495,7.81726,3.1212,2003,2,4,360,360,12,343,0
Two Player Brick by Brick,6499,5.2939,1,1995,1,2,30,30,8,246,0
Harpoon: Captain's Edition,6503,6.20808,2.4348,1990,2,4,90,90,10,378,0
Ace of Aces: Wingleader,6504,6.60435,1.7778,1988,2,2,20,20,10,461,0
Major Campaigns of General Douglas MacArthur,6507,6.15672,2.25,1974,2,2,60,60,10,169,0
Tom Tube,6508,6.27366,2.2778,2003,2,2,30,30,10,673,0
The Oilman Game,6509,6.44304,2.5,1994,2,8,120,120,10,156,0
Don't Panic!,6513,5.34969,1.2,1987,1,8,20,20,8,469,0
Titan Legions,6516,6.85909,2.5833,1994,2,2,240,240,12,287,0
Trap Door,6518,4.96667,1,1982,2,4,20,20,7,101,0
Magdar,6521,5.24251,1.3521,2003,2,4,20,20,9,1020,0
Dragon Lords,6526,6.1,1.8,1993,2,6,120,120,10,130,0
Foursight,6527,6.08846,2,1985,2,2,20,20,8,120,0
Panzer Grenadier: Airborne,6529,6.14,2.619,2001,2,2,120,120,12,347,0
Dwarven Dig!,6531,5.50763,2.0909,2002,2,6,45,45,10,704,0
Monopoly: Australian Edition,6532,4.41038,1.625,1978,2,8,180,180,8,211,0
Maya Madness,6534,5.3,1.3333,2003,2,4,20,20,10,222,0
Don't Wake Daddy,6535,4.44626,1.1429,1992,2,4,20,20,3,802,0
Mystify,6538,4.948,1.5,1997,2,20,30,30,12,106,0
Formula Dé Mini,6539,6.51201,1.7444,2003,2,6,60,60,8,1083,0
Articulate!,6541,6.53194,1.2667,1992,4,8,60,60,12,2811,0
Lock 'n Load: Forgotten Heroes – Vietnam,6542,7.39696,3.1136,2003,2,2,60,60,12,985,0
WorldKiller: The Game of Planetary Assault,6543,5.56375,2.6923,1980,2,2,60,60,10,435,0
Battle for Moscow,6544,6.30933,1.9444,1986,2,2,90,90,12,756,0
Labyrinth,6546,4.64257,1.3077,1940,1,1,20,20,6,986,0
Heartthrob,6548,7.10357,2,1988,2,6,30,30,10,149,0
Pretty Pretty Princess,6549,4.35233,1.0357,1990,2,4,20,20,5,798,0
Crimson Skies,6551,6.09394,2.1579,2003,2,2,10,10,10,998,0
Cashflow 101,6552,5.20377,2.125,1996,2,6,180,180,10,1167,0
Pussy Cat,6553,5.53409,1.5,2003,2,2,20,20,8,134,0
Lawless,6554,6.01904,1.814,2003,2,6,45,45,10,673,0
Diceland: Space,6555,6.52624,1.5385,2003,2,8,20,20,10,414,0
The Secret Door,6558,6.08889,1.0625,1991,1,8,20,20,5,626,0
Glory II: Across the Rappahannock,6559,6.5293,2.7917,2002,1,2,360,360,12,605,0
Sweet Valley High,6563,5.23585,1,1988,2,4,30,30,8,154,0
007 James Bond: You Only Live Twice,6564,5.51905,1.3333,1985,2,2,20,20,8,101,0
VisualEyes,6566,5.64512,1.4062,2003,2,8,30,30,8,811,0
007 James Bond: Goldfinger,6567,5.81563,1.3333,1985,2,2,20,20,8,109,0
Cronberg,6569,5.97147,1.9074,2003,2,4,20,20,8,595,0
Husch Husch kleine Hexe,6573,5.63533,1,1994,2,6,15,15,3,186,0
Mad Dash!,6574,5.51714,1,1991,2,2,10,10,8,133,0
Electronic Dream Phone,6578,6.02433,2,1991,1,4,20,20,9,316,0
Korea: The Forgotten War,6581,8.08214,4.25,2003,1,2,120,7200,16,1415,0
Let's Do Lunch!,6582,5.40961,1.125,2000,2,2,20,20,12,205,0
Kung Fu Samurai on Giant Robot Island,6583,5.74464,1.5,2003,2,6,30,30,13,668,0
Grave Robbers II: Skippy's Revenge,6584,6.19541,1.32,2003,2,6,30,30,13,830,0
E.T.: The Extra-Terrestrial,6597,3.64444,1.75,1982,2,4,10,10,7,334,0
Frogger,6598,4.64125,1.3333,1981,2,2,10,10,7,212,0
Track,6605,4.46649,1.2,1975,2,2,20,20,8,201,0
Munchkin Fu,6607,5.86908,1.7378,2003,3,6,90,90,10,5021,0
Lord of the Rings Trivia Game,6608,6.0608,2.093,2003,2,4,90,90,12,1100,0
Spinergy,6610,5.67641,1.3846,2000,2,6,60,60,15,208,0
Battlelines: The Stalingrad Campaign,6611,6.37302,2.6667,2003,2,6,60,60,12,132,0
"Downtown: Air War Over Hanoi, 1965-1972",6613,7.9071,4.09,2004,2,2,240,240,14,1182,0
Finans,6614,5.15622,2.0625,1949,2,6,60,60,8,438,0
Napoleon at Austerlitz,6615,6.156,2.4545,1981,1,2,300,300,12,279,0
Rapidough,6617,6.18895,1.1429,1994,4,99,30,30,8,596,0
Rockets Red Glare,6621,5.54412,2.4286,1981,2,2,120,120,12,214,0
Seapower & the State,6625,6.82195,3.2222,1982,1,2,120,120,12,134,0
Scream Machine,6627,5.97807,1.5352,2003,3,6,45,45,7,565,0
Fight in the Skies,6638,6.80145,2.4545,1966,2,52,30,120,12,208,0
Desert Steel,6641,7.02903,3.05,1989,2,2,240,240,12,413,0
Western Front Tank Leader,6642,6.87758,3.1,1987,2,2,240,240,12,721,0
Spite & Malice,6644,5.80069,1.38,2002,2,5,30,30,8,1256,0
Excalibur,6646,6.26048,3.0606,1989,2,6,120,120,14,756,0
Ökolopoly,6647,5.38738,2.5833,1983,1,6,45,45,12,272,0
Strange Synergy,6653,5.79498,2.1053,2003,2,4,45,45,12,736,0
Such a Thing?,6657,6.1412,1.2593,1989,2,8,30,30,10,1554,0
Harry Potter Casting Stones,6659,4.1561,1.1667,2001,2,2,20,20,8,146,0
Cubus,6660,5.73349,1.8333,1987,2,6,20,20,10,289,0
Corda,6661,4.97368,2,1982,1,6,10,10,8,167,0
Lunar Rails,6663,6.91389,2.7636,2003,2,6,180,240,10,1002,0
Legend of Camelot,6665,5.71837,1.8571,1987,2,4,45,45,8,128,0
Bibleopoly,6668,3.66159,1.3636,1991,2,6,60,60,8,226,0
Seven Seas to Victory,6672,7.07432,2.8333,1992,2,2,120,360,12,153,0
Charlie's Angels,6677,4.10526,1,1977,2,4,45,45,8,106,0
Cube Checkers,6678,5.58028,2,1997,2,2,30,30,6,169,0
Transformers Adventure Game,6684,4.4186,1.5,1984,2,4,30,30,7,129,0
Arbora,6685,5.27344,1,1984,2,6,30,30,8,137,0
Stun,6686,4.41975,1,1986,2,6,10,10,7,194,0
Lords Of The Middle Sea,6687,6.01857,2.4,1978,2,4,180,180,12,103,0
Ninety-Nine,6688,7.17972,2.1212,1974,2,4,60,60,8,261,0
Alien,6689,5.62627,1,1979,2,4,30,30,7,150,0
Shadowrun Duels,6698,5.73046,2.3,2003,2,2,30,30,8,295,0
Command Decision III,6699,7.14118,3.6667,1998,2,2,360,360,15,108,0
Command Decision 2nd Edition,6700,7.01265,3.75,1992,2,2,360,360,12,227,0
Battlecards: World Conflict – Pacific Theatre: Starter Set,6701,5.65538,1.8571,2003,2,8,60,60,10,123,0
Battlecards: World Conflict – The Russian Front – Starter Set,6702,5.41029,2.2,2003,2,8,60,60,10,123,0
The Amazing Spider Man Game with the Fantastic Four!,6703,4.53667,1,1967,2,4,30,30,8,117,0
Batman: Gotham City Mystery,6705,5.735,1,2003,2,5,45,45,8,192,0
Xerxes,6706,5.95652,1.7778,1973,2,2,30,30,10,172,0
Age of Mythology: The Boardgame,6707,6.13546,2.9333,2003,2,4,120,120,10,5009,0
Eureka!,6708,5.50618,1,2002,2,4,20,20,6,138,0
Luck Plus,6710,5.60878,1.3333,1983,2,8,20,20,7,325,0
Hit the Deck,6711,4.44252,1,2001,2,6,20,20,6,1037,0
Monopoly: Coca-Cola Collector's Edition,6712,4.74261,1.3333,1996,2,8,90,90,8,141,0
Go Away Monster!,6714,6.45634,1,1997,2,4,10,15,3,1298,0
Tripoley Dice,6715,4.94762,1,1997,2,8,20,20,8,117,0
Star Wars: Yoda the Jedi Master,6716,4.45333,1,1981,2,4,20,20,8,127,0
Anathema,6718,5.4452,1.5,2003,2,4,30,30,8,326,0
Liberty: The American Revolution 1775-83,6719,7.16939,2.6508,2003,2,2,180,180,12,897,0
Warplan Dropshot,6720,7.03659,2.6667,2002,2,2,180,180,12,152,0
Victory in Vietnam,6721,7.36,3.125,1999,2,2,180,180,12,176,0
Battleship: Star Wars Advanced Mission,6725,5.84756,1.5,2002,1,2,20,20,8,347,0
Donkey Kong,6731,5.25858,1.1429,1981,2,4,20,20,7,399,0
Aces High,6732,6.4872,2.9444,1980,1,2,30,30,10,481,0
Star Explorer,6735,6.94661,2.2857,1982,1,4,120,120,12,176,0
Quicksand,6738,6.1149,1.1727,2003,2,5,10,20,12,1299,0
Dungeons & Dragons Chainmail,6742,6.00855,3.1111,2001,2,6,60,60,10,236,0
Feudal Lord,6744,7.443,3.1875,1983,1,16,60,60,12,141,0
Scum: The Food Chain Game,6748,5.68793,1.3125,1996,4,10,45,45,12,151,0
Busen Memo,6749,4.7689,1.4118,2001,2,2,10,10,18,395,0
Diceland: Ogre,6750,6.45943,2.1667,2003,2,2,10,10,10,300,0
Attack!,6752,5.83932,2.5472,2003,2,6,180,180,10,3784,0
Dispatcher,6759,6.06161,2.5556,1958,2,2,360,360,12,275,0
The Six Million Dollar Man,6764,4.41075,1.4286,1975,2,4,45,45,7,360,0
Sniper! Special Forces: Sniper! Companion Game #2,6765,6.94,3,1988,2,3,60,480,12,220,0
Top Gun: The Game of Modern Fighter Combat,6766,5.84444,1.7143,1986,2,6,60,60,12,218,0
Attack Vector: Tactical,6767,7.30409,4.0833,2004,2,8,240,240,12,390,0
Battlestar Galactica,6768,6.89322,2.75,1984,2,12,120,120,12,184,0
Yom Kippur,6770,6.96104,3.4,1983,2,4,120,120,12,147,0
Sceptre 1027 A.D.,6771,6.69388,2.3333,1986,2,4,120,120,0,115,0
High Ground,6774,6.26667,1.8,1990,2,2,30,60,12,145,0
The Settlers of Zarahemla,6778,6.7963,2.54,2003,2,4,90,90,12,941,0
The Ark of the Covenant,6779,6.95612,1.9246,2003,2,5,30,30,8,2221,0
Big Brother: The Game,6785,3.39865,1.4286,2000,2,6,45,45,12,157,0
Deutschlandreise,6787,4.54378,1.1852,1935,2,6,45,45,9,653,0
Die grosse Auktion,6789,5.43191,1.4444,1959,3,8,60,60,12,140,0
Star Wars: Hoth Ice Planet Adventure Game,6792,4.59373,1.3333,1980,2,4,20,20,7,248,0
Battleball,6795,6.27338,1.5145,2003,2,2,45,45,8,3963,0
Concentration,6798,5.23544,1.5556,1958,2,5,30,30,10,603,0
"Win, Lose or Draw",6800,5.27357,1,1987,3,8,45,45,12,737,0
Pacru,6803,6.57797,3.3333,2004,2,4,45,45,7,136,0
Air Empire,6805,6.09429,2,1961,2,4,120,120,12,114,0
007 James Bond: The Man with the Golden Gun,6809,5.72222,1.1667,1985,1,1,30,30,8,126,0
Star Wars: The Interactive Video Board Game,6810,5.7728,1.8462,1996,3,6,60,60,8,622,0
Operation Market Garden: Descent Into Hell,6813,6.74888,2.963,1985,2,2,120,120,12,378,0
"8th Army: Operation Crusader – The Winter Battles for Tobruk, 1941",6814,6.81117,2.8571,1984,2,2,120,120,12,381,0
Gold und Rum,6824,5.57473,1.6111,2003,4,7,45,45,10,359,0
The Campaigns of Robert E. Lee,6826,6.61126,3.84,1988,2,2,240,240,0,390,0
Zendo,6830,7.21705,2.5189,2001,3,5,60,60,8,3437,1
The Siege of Minas Tirith,6832,6.66216,3.1667,1975,2,2,120,120,12,105,0
Electronic Battleship Advanced Mission,6837,5.87611,1.7059,2000,2,2,20,20,8,586,0
The Bionic Woman,6839,4.93696,1,1976,2,4,45,45,7,181,0
Teams of Enemies,6840,5.42035,1.625,2000,4,8,45,45,12,195,0
Transformers Armada:  Battle for Cybertron,6841,6.20536,1.68,2003,2,4,30,30,8,387,0
Battles of the Ancient World: Marathon and Granicus,6842,6.23611,2,2003,1,2,90,90,12,229,0
South Mountain,6847,6.91071,2.75,1984,2,2,360,360,12,306,0
The Simpsons Mystery of Life,6851,4.44595,1,1990,2,4,20,20,10,113,0
"River of Death: Battle of Chickamauga, September 19-20, 1863",6860,7.39667,3.5556,1999,2,2,360,360,14,451,0
Red Badge of Courage,6861,7.44466,3.8438,2001,2,6,360,360,12,588,0
Laska,6862,6.52968,2.5714,1911,2,2,30,30,0,194,0
Hear Me Out,6868,5.10429,1.3846,2002,3,6,60,60,12,321,0
Bethump'd with Words,6869,5.53173,1.8,1995,2,8,60,60,13,140,0
Letra-Mix,6873,5.35448,1.3333,1977,1,4,20,20,8,298,0
Müller & Sohn,6874,5.17288,1,1985,4,6,45,45,8,319,0
Lee vs. Meade: The Battle of Gettysburg,6876,5.60741,2,1974,2,2,360,360,12,107,0
Super Rack-O,6879,5.9223,1.4,1983,2,4,30,30,10,173,0
Cthulhu Mash,6883,5.43028,2.75,2003,1,4,60,60,12,104,0
Rebels & Redcoats: Volume I,6885,6.38333,2.25,1995,2,2,90,90,0,248,0
The Last Blitzkrieg,6890,6.78824,3,1994,1,2,360,360,12,176,0
24 Game,6891,5.86242,1.5,1988,1,8,20,20,9,367,0
Tarawa: Bloody Betio,6892,5.47143,2.5556,1992,1,1,360,360,12,165,0
MechWar 2: Red Star / White Star Modern Mechanized Combat in Europe,6896,6.33511,4.2727,1979,1,2,360,360,14,189,0
The '45,6897,6.09385,3.5714,1995,2,2,240,240,12,219,0
Toss Across,6898,4.42238,1,1969,2,6,20,20,5,149,0
Tetris,6902,5.64663,1.5556,1989,2,2,30,30,7,197,0
Mai '68 Le jeu,6907,6.96923,3,1980,2,4,60,60,10,113,0
Fief,6909,6.47435,3,1981,2,6,360,360,12,215,0
The Battle of Agincourt,6913,5.74074,2.4286,1978,2,2,120,120,12,166,0
Beda Fomm,6914,6.91667,2.2,1979,2,2,120,120,12,313,0
1942,6915,5.67324,2.2,1978,2,2,120,120,12,297,0
1941: Operation Barbarossa,6916,6.74222,2.05,1981,2,2,120,120,12,372,0
The High Crusade,6917,5.96774,2.8,1983,2,2,45,45,12,274,0
1940,6918,6.48016,2.3636,1980,2,2,120,120,12,386,0
Invasion: Earth,6919,6.1717,2.75,1981,2,2,120,120,12,365,0
The Omega War,6920,6.76038,3.1667,1983,2,2,45,45,12,303,0
Bloodtree Rebellion: Guerilla Warfare on the Planet Somber,6921,5.92254,3.1667,1979,2,2,60,60,12,286,0
BattleTech: CityTech,6923,6.82894,3.4242,1986,2,6,90,90,12,1088,0
Shot and Shell: Naval Combat in the Civil War,6924,7.37429,3.5455,1987,1,4,120,120,12,183,0
Viking Raiders,6926,7.13435,2.4118,1987,2,6,240,240,12,408,0
Hornet Leader,6927,7.41305,2.6222,1991,1,2,15,300,12,690,0
"Typhoon! The Drive on Moscow, 1941",6928,7.50683,4.125,1995,1,4,360,360,0,515,0
Ranger,6929,7.1184,2.4706,1984,1,1,60,60,12,571,0
Sweden Fights On,6930,7.6981,3.5652,2003,2,2,240,240,12,810,0
Katamino,6931,6.48351,1.7838,1992,1,2,10,10,8,2904,0
Hi Ho! Cherry-O,6932,3.58808,1.0247,1960,2,4,10,10,3,2114,0
Robotanks,6936,5.66667,2,1992,2,4,120,120,12,118,0
1829 Northern Board,6937,6.91753,3.8571,1981,2,9,360,360,12,238,0
"Global War: The War Against Germany and Japan, 1939-45",6938,5.87299,3.1176,1975,2,5,360,1080,12,321,0
The Battle of Guilford Courthouse,6939,6.24031,2.3333,1978,2,2,120,120,12,224,0
The Battle of the Alma,6940,6.32785,2.4545,1978,2,2,120,120,12,311,0
Drang Nach Osten!,6942,6.84889,4.0769,1973,2,4,12000,12000,12,213,0
"Coral Sea: Turning the Japanese Advance, 1942",6943,6.3,2.5,1974,2,2,120,120,12,117,0
"The Battle of Moscow: The German Drive on Moscow, 1941",6944,6.22264,2.1875,1970,2,2,120,120,12,179,0
Carrier Strike,6945,5.55,2.8333,1981,2,2,180,180,12,157,0
"Wolfpack: Submarine Warfare in the North Atlantic, 1942-44",6946,6.32748,2.4286,1974,1,1,120,120,12,691,0
Garfield,6949,5.29118,1,1981,2,4,20,20,6,227,0
Lara Croft: Tomb Raider – The Angel of Darkness,6953,5.35257,1.5714,2003,2,4,45,45,8,489,0
InterUrban,6954,5.83333,1.6667,2003,3,5,60,60,12,108,0
Reiner Knizia's Decathlon,6955,6.28691,1.2093,2003,1,4,45,45,10,1237,0
Monopoly: Justice League of America,6958,5.01571,1.8333,1999,2,9,120,120,8,149,0
Monopoly: Scooby-Doo! Fright Fest,6963,5.5,1.3333,2000,2,6,120,120,8,191,0
Monopoly: Muppets,6965,5.18605,1.3333,2003,2,6,120,120,8,127,0
Jeopardy! Simpsons Edition,6971,5.1169,1.2,2003,3,5,45,45,12,325,0
St-Lô: Normandy 1944 – The Breakout Begins,6976,7.16125,3.2353,1986,1,2,360,360,12,505,0
Mission Command Land,6977,5.52576,1.3636,2003,2,2,60,60,10,614,0
Match of the Penguins,6979,5.72814,1.1282,2003,2,7,20,20,6,740,0
Mission Command Sea,6980,5.9763,1.4737,2003,2,2,30,30,8,707,0
Mission Command Air,6982,5.74812,1.3429,2003,2,4,45,45,8,631,0
Jungle,6983,6.13837,1.2,1981,2,6,30,30,9,118,0
Nile,6988,5.9963,1.7778,1967,2,4,60,60,6,252,0
Spinner Dominoes,6993,6.48946,1.1111,1983,2,8,30,30,0,270,0
Scrabble Card Game,6994,5.46728,1.6765,1997,2,6,20,20,10,977,0
The Battle of Britain,7003,6.52317,3,1968,2,2,120,120,10,197,0
Management,7006,5.78889,2.4286,1960,2,4,60,90,12,177,0
Khyber Rifles,7009,5.52222,3,1984,2,2,120,120,12,278,0
Dark Stars,7010,5.45625,3,1980,2,4,360,360,12,115,0
Divine Wind,7013,5.60278,3,1981,2,2,180,180,12,122,0
Assault on Tobruk,7017,6.36111,2.5,1980,2,2,180,180,12,173,0
West Front: The Campaign in Europe 1943-1945,7023,5.93333,3,1985,2,2,180,180,12,103,0
"Grunt: Tactical Combat in Vietnam, 1965",7026,6.28039,2.5556,1971,1,2,120,120,12,219,0
"Flying Circus: Tactical Aerial Combat, 1915-1918",7031,5.92931,2.6667,1972,2,6,90,90,12,259,0
Kadesh:  Mobile Warfare in the Ancient Middle East,7033,6.56106,3,1991,2,2,120,120,12,486,0
Asia Crossroads: The Great Game,7040,6.084,2.75,2003,2,2,120,120,12,287,0
The Mother Lode of Sticky Gulch,7047,6.2,1.8182,2003,2,4,30,30,10,141,0
Big Top,7048,5.65,1.5,2003,3,6,60,60,6,292,0
"Kampfpanzer: Armored Combat, 1937-40",7051,5.71183,2.7,1973,2,2,120,120,12,433,0
Nicaragua!,7058,6.45158,2.8,1988,2,2,180,180,12,531,0
NORAD,7060,6.46486,2.25,1973,1,2,15,30,14,104,0
Smarty Party!,7062,6.58994,1.4026,2003,3,8,45,60,10,753,0
Double Star,7063,6.05019,3.5,1979,2,2,120,600,12,260,0
Senjutsu: Dynamic Samurai Combat,7064,6.5828,2.1,2003,2,2,30,30,10,289,0
Pusher,7065,6.07741,1.6,1993,2,3,20,20,7,235,0
Schloss Schlotterstein,7067,5.93167,1.1111,2003,1,6,20,20,5,391,0
Portable Adventures: 8th Grade,7080,5.79484,1.4286,2003,2,4,60,60,13,223,0
Portable Adventures: Lair of the Rat-King,7081,5.84651,1.4118,2003,2,4,60,60,13,264,0
Battles of the Ancient World Volume III,7082,6.55538,1.75,2000,2,2,120,120,12,185,0
Guilford,7086,7.05724,2.65,2002,1,2,180,180,12,778,0
Afrika Korps: The Desert War – Platoon Level Combat in World War II: A Panzer Grenadier Game,7089,6.41297,2.625,2002,2,2,60,60,12,600,0
Scottish Corridor: Lion Rampant,7090,7.56823,3.6,2003,2,2,120,120,12,166,0
Battles for the Ardennes,7092,7.44541,2.8077,1978,2,4,90,90,12,900,0
Go: The International Travel Game,7097,5.74775,1.7222,1961,2,6,60,60,0,294,0
Monopoly: Deluxe Edition,7098,5.28225,1.8667,1995,2,10,180,180,8,3046,0
City of Sorcerers,7102,6.09837,1.8,1982,2,4,180,180,12,111,0
Ace of Aces: Flying Machines,7103,7.01466,1.7222,1983,2,2,20,20,12,560,0
Ace of Aces: Powerhouse Series,7104,7.29642,1.8077,1981,2,2,20,20,12,880,0
Tabu: The Game of Aztecs,7106,6.03962,3,1980,4,4,120,120,10,307,0
Fifth Corps: The Soviet Breakthrough at Fulda,7109,6.95659,3.2258,1980,2,2,120,120,12,895,0
NATO Division Commander,7112,6.48193,4.1333,1980,2,2,360,360,14,426,0
Second World War at Sea: SOPAC,7114,7.02677,3.0909,1999,2,2,240,240,12,441,0
Ace of Aces: Handy Rotary Deluxe Edition,7118,7.14377,1.8372,1986,2,2,20,20,12,653,0
Force Eagle's War,7129,6.56882,3.4286,1990,1,2,180,180,12,253,0
Napoleon's First Battles,7131,5.716,2.2308,1993,2,2,180,180,12,285,0
The Killing Ground,7138,8.1064,4.1538,2002,2,4,300,300,12,443,0
Campaigns of the Civil War: Vicksburg and Chancellorsville,7139,3.46071,1.75,1992,1,2,180,180,12,125,0
Sink the Bismarck!,7140,6.26818,3,1992,2,2,180,180,12,168,0
Crossbows and Cannon II,7141,6.28396,2.3,1993,2,2,180,180,12,220,0
Zitadelle: Duel for Kursk,7142,6.5194,2.875,1992,2,2,240,240,12,222,0
Crossbows and Cannon,7143,5.87155,2.2,1992,1,2,180,180,12,204,0
"Catz, Ratz and Batz",7145,5.92321,1.1818,2003,2,6,30,30,8,111,0
UNO: Hello Kitty,7156,5.23,1,2003,2,10,30,30,7,169,0
"Warhammer 40,000 Collectible Card Game",7164,6.12677,2.5,2001,2,2,45,45,10,505,0
Heroes of the Soviet Union:  The Defense of Mother Russia 1942-43,7169,6.3381,2.8421,2001,2,2,60,60,12,330,0
Battle of the Bulge: Platoon Level Combat in World War II – A Panzer Grenadier Game,7176,6.96963,2.7429,2002,2,2,360,360,12,651,0
Guadalcanal: Semper Fi Series,7177,6.66311,2.5238,2003,2,2,360,360,12,449,0
Schützenfest,7178,5.99444,1.25,1975,2,4,20,20,7,122,0
Myths and Legends,7181,6.24149,2.1429,2003,2,2,20,20,9,143,0
TimeLine,7182,5.77757,2.0417,2003,2,5,10,10,10,562,0
Weapons & Warriors: Pirate Battle,7184,6.17954,1.125,1996,2,2,30,30,7,304,0
Weapons & Warriors: Power Catapult Set,7185,5.6946,1.3333,1994,2,2,20,20,7,126,0
Finding Nemo,7187,5.5,1,2003,2,4,20,20,5,111,0
Pitch Six,7189,5.57552,1.625,2003,3,6,30,30,12,408,0
Centipede,7194,5.51912,1.125,1983,2,2,30,30,7,132,0
Ophidian 2350 CCG,7203,6.28736,3,2003,2,2,30,30,8,345,0
China Moon,7204,5.82887,1.5926,1996,2,5,30,30,8,753,0
Red Letter,7213,5.29643,2.3333,1989,2,4,60,60,12,119,0
"To the Green Fields Beyond: The Battle of Cambrai, 1917",7215,7.30288,3.6667,1978,2,2,240,240,12,682,0
18VA,7218,7.21608,4.25,2001,2,5,210,210,14,191,0
On-sets,7221,5.38462,3,1966,2,4,60,60,12,122,0
Victory at Waterloo,7228,6.92615,1.8333,1982,2,2,180,180,10,124,0
Battle for Normandy,7230,6.26695,1.8,1982,2,2,180,180,12,115,0
